index_original,Jour_Incident,Cause_Incident,Nb_TGV_Impactes,Minutes_Retard_Cumulees,Date,Service,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Commentaire annulations,Nombre de trains en retard au départ,Retard moyen des trains en retard au départ,Retard moyen de tous les trains au départ,Commentaire retards au départ,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée,Nombre trains en retard > 15min,Retard moyen trains en retard > 15 (si liaison concurrencée par vol),Nombre trains en retard > 30min,Nombre trains en retard > 60min,Prct retard pour causes externes,Prct retard pour cause infrastructure,Prct retard pour cause gestion trafic,Prct retard pour cause matériel roulant,Prct retard pour cause gestion en gare et réutilisation de matériel,"Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)"
1411,14,la panne d'un TGV sur la ligne à grande vitesse Atlantique,23,319,2018-11,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,260,162,1,,21,24.79047619,2.867701863,,16,56.66979167,7.4626294,16,7.4626294,8,4,46.66666667,26.66666667,13.33333333,13.33333333,0.0,0.0
1411,22,la panne d'un TER au sud de Bordeaux,15,850,2018-11,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,260,162,1,,21,24.79047619,2.867701863,,16,56.66979167,7.4626294,16,7.4626294,8,4,46.66666667,26.66666667,13.33333333,13.33333333,0.0,0.0
1411,25,la collision entre un train Intercités et une voiture entre Montauban et Toulouse,14,1984,2018-11,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,260,162,1,,21,24.79047619,2.867701863,,16,56.66979167,7.4626294,16,7.4626294,8,4,46.66666667,26.66666667,13.33333333,13.33333333,0.0,0.0
1411,30,un incident caténaire sur la ligne à grande vitesse Atlantique,40,1041,2018-11,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,260,162,1,,21,24.79047619,2.867701863,,16,56.66979167,7.4626294,16,7.4626294,8,4,46.66666667,26.66666667,13.33333333,13.33333333,0.0,0.0
1413,5,un choc anormal sur la ligne à grande vitesse Atlantique,29,746,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1413,7,le heurt d'un animal sur la ligne à grande vitesse Bretgane-Pays de la Loire,23,713,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1413,13,des tirs de projectiles à l'entré de Paris-Montparnasse nécessitant l'interruption des circulations,13,572,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1413,14,la panne d'un TGV sur la ligne à grande vitesse Atlantique,23,319,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1413,22,un dérangement d'installation à Dollon,17,187,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1413,24,des dérangements d'installation et de passages à niveau dû à des actes de malveillance vers Le Mans,9,193,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1413,27,un arrachement caténaire par un TER avant Le Mans,16,337,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1413,30,un incident caténaire sur la ligne à grande vitesse Atlantique,40,1041,2018-11,National,VANNES,PARIS MONTPARNASSE,157,265,1,,148,5.610022523,3.148358586,,63,23.38412698,7.731186869,37,7.731186869,13,2,30.50847458,22.03389831,18.6440678,25.42372881,0.0,3.389830508
1415,01/11,2877?Retard sur un autre réseau,4,1,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,05/11,Retard sur un autre réseau?2865,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,06/11,2660?Attente ADC à Metz,2,2,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,07/11,2853?Arrêt sous la section de séparation Metz Bellecroix,2,5,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,08/11,2881?Difficultés d’accroche à Metz,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,09/11,Retard sur un autre réseau? 2877,2,1,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,10/11,2672?Raté d’ouverture PN,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,11/11,2869?Retard sur un autre réseau,1,1,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,12/11,Retard autre réseau? 2853,1,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,13/11,2881?Problème matériel,0,7,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,14/11,Dérangement d’installation à Metz? 2853,3,5,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,15/11,2881? Incident en chantier de production EF,1,0,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,2852,supprimé,2,7,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,16/11,Retard autre réseau? 2877,1,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,17/11,2676? Attente ADC dû aux manifestations des gilets jaunes,2,0,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,18/11,2865? Retard autre réseau,0,8,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,19/11,Absence de tension d’alimentation sur la zone CHL? 2869,2,4,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,20/11,Retard autre réseau? 2881,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,21/11,2855?Non-respect marché tracé,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,22/11,Retard sur un autre réseau? 2881,1,4,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,23/11,Retard sur un autre réseau? 2865,1,0,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,25/11,2893?Retard sur un autre réseau,2,4,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,26/11,2865?Retard sur un autre réseau,1,3,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,27/11,2855?Retard sur un autre réseau,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,28/11,Signal d'alarme et présomption de descente de voyageurs dans les voies à Chelles ? 2891,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,29/11,2891? Agression sur la voie 2EO,0,6,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1415,30/11,Retard autre réseau? 2877,1,9,2018-11,National,METZ,PARIS EST,85,302,2,,129,6.892894057,2.975277778,,64,14.10729167,3.6155,21,3.6155,6,0,3.50877193,14.03508772,50.87719298,14.03508772,15.78947368,1.754385965
1417,09/11,5488?Csq problème de frein à Tours,1,1,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1417,12/11,5488?Csq défaut alimentation caténaire,4,4,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1417,15/11,5488?Rétention suite problème de bagage abandonné,3,2,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1417,16/11,5488?Csq colis suspect sur 9894,6,5,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1417,21/11,5488?Pb essai freins après la coupe à CGV suite problème sur un bloc moteur,3,0,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1417,22/11,5488?Csq dépannage à quai à SG,1,1,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1417,23/11,5488?Csq affluence voyageurs à CGV,1,0,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1417,29/11,5488?Pb de rampe en gare d’Angers,1,1,2018-11,National,STRASBOURG,NANTES,284,39,1,,7,6.188095238,0.794736842,,8,32.73333333,8.395614035,8,8.395614035,5,0,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
1418,7100,"à Beugnâtre, soit une vingtaine de Tgv concernés en totalité.",0,0,2018-11,National,ARRAS,PARIS NORD,50,325,3,,141,4.865248227,2.282039337,,81,11.80802469,3.485507246,16,3.485507246,4,0,9.090909091,27.27272727,45.45454545,12.12121212,3.03030303,3.03030303
1433,2,un dérangement sur un  passage à niveau à Bruz,4,112,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1433,4,un dérangement d'installation sur la ligne à grande vitesse Atlantique,22,466,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1433,6,un dérangement d'installation vers Connerré nécessitant une limitation de vitesse,17,193,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1433,14,un incident caténaire à Vannes,9,199,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1433,18,un incident caténaire à l'entrée de Paris-Montparnasse,79,1034,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1433,25,un heurt de sanglier sur la ligne à grande vitesse Atlantique,29,2082,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1433,27,un heurt d'animal entre Redon et Rennes,3,230,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1433,31,une panne d'un TGV sur la ligne à grande vitesse Atlantique,7,87,2018-12,National,PARIS MONTPARNASSE,QUIMPER,221,257,1,,41,12.49146341,1.610286458,,21,44.33333333,5.19140625,21,5.19140625,12,5,33.33333333,33.33333333,4.761904762,23.80952381,0.0,4.761904762
1435,2,un dérangement sur un  passage à niveau à Bruz,4,112,2018-12,National,RENNES,PARIS MONTPARNASSE,99,596,4,,235,7.672340426,3.109515766,,156,15.96356838,5.511486486,44,5.511486486,15,4,15.59633028,35.77981651,20.18348624,20.18348624,1.834862385,6.422018349
1435,4,un dérangement d'installation sur la ligne à grande vitesse Atlantique,22,466,2018-12,National,RENNES,PARIS MONTPARNASSE,99,596,4,,235,7.672340426,3.109515766,,156,15.96356838,5.511486486,44,5.511486486,15,4,15.59633028,35.77981651,20.18348624,20.18348624,1.834862385,6.422018349
1435,6,un dérangement d'installation vers Connerré nécessitant une limitation de vitesse,17,193,2018-12,National,RENNES,PARIS MONTPARNASSE,99,596,4,,235,7.672340426,3.109515766,,156,15.96356838,5.511486486,44,5.511486486,15,4,15.59633028,35.77981651,20.18348624,20.18348624,1.834862385,6.422018349
1435,14,un incident caténaire à Vannes,9,199,2018-12,National,RENNES,PARIS MONTPARNASSE,99,596,4,,235,7.672340426,3.109515766,,156,15.96356838,5.511486486,44,5.511486486,15,4,15.59633028,35.77981651,20.18348624,20.18348624,1.834862385,6.422018349
1435,18,un incident caténaire à l'entrée de Paris-Montparnasse,79,1034,2018-12,National,RENNES,PARIS MONTPARNASSE,99,596,4,,235,7.672340426,3.109515766,,156,15.96356838,5.511486486,44,5.511486486,15,4,15.59633028,35.77981651,20.18348624,20.18348624,1.834862385,6.422018349
1435,25,un heurt de sanglier sur la ligne à grande vitesse Atlantique,29,2082,2018-12,National,RENNES,PARIS MONTPARNASSE,99,596,4,,235,7.672340426,3.109515766,,156,15.96356838,5.511486486,44,5.511486486,15,4,15.59633028,35.77981651,20.18348624,20.18348624,1.834862385,6.422018349
1435,27,un heurt d'animal entre Redon et Rennes,3,230,2018-12,National,RENNES,PARIS MONTPARNASSE,99,596,4,,235,7.672340426,3.109515766,,156,15.96356838,5.511486486,44,5.511486486,15,4,15.59633028,35.77981651,20.18348624,20.18348624,1.834862385,6.422018349
1436,4,un dérangement d'installation sur la ligne à grande vitesse Atlantique,22,466,2018-12,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61,393,1,,44,12.30113636,1.009183673,,82,16.04247967,4.165433673,22,4.165433673,10,3,18.91891892,32.43243243,13.51351351,32.43243243,0.0,2.702702703
1436,7,un dérangement d'installation à l'entrée de Paris-Montparnasse,43,655,2018-12,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61,393,1,,44,12.30113636,1.009183673,,82,16.04247967,4.165433673,22,4.165433673,10,3,18.91891892,32.43243243,13.51351351,32.43243243,0.0,2.702702703
1436,18,un incident caténaire à l'entrée de Paris-Montparnasse,79,1034,2018-12,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61,393,1,,44,12.30113636,1.009183673,,82,16.04247967,4.165433673,22,4.165433673,10,3,18.91891892,32.43243243,13.51351351,32.43243243,0.0,2.702702703
1436,25,un heurt de sanglier sur la ligne à grande vitesse Atlantique,29,2082,2018-12,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61,393,1,,44,12.30113636,1.009183673,,82,16.04247967,4.165433673,22,4.165433673,10,3,18.91891892,32.43243243,13.51351351,32.43243243,0.0,2.702702703
1436,31,une panne d'un TGV sur la ligne à grande vitesse Atlantique,7,87,2018-12,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61,393,1,,44,12.30113636,1.009183673,,82,16.04247967,4.165433673,22,4.165433673,10,3,18.91891892,32.43243243,13.51351351,32.43243243,0.0,2.702702703
1437,4,un dérangement d'installation sur la ligne à grande vitesse Atlantique,22,466,2018-12,National,PARIS MONTPARNASSE,TOURS,72,176,0,,20,8.745,0.58532197,,46,15.33152174,5.023484848,12,5.023484848,5,2,12.5,29.16666667,20.83333333,33.33333333,0.0,4.166666667
1437,7,un dérangement d'installation à l'entrée de Paris-Montparnasse,43,655,2018-12,National,PARIS MONTPARNASSE,TOURS,72,176,0,,20,8.745,0.58532197,,46,15.33152174,5.023484848,12,5.023484848,5,2,12.5,29.16666667,20.83333333,33.33333333,0.0,4.166666667
1437,15,une fuite de matières dangereuses sur un tarin de marchandises au nord d'Angoulême,8,129,2018-12,National,PARIS MONTPARNASSE,TOURS,72,176,0,,20,8.745,0.58532197,,46,15.33152174,5.023484848,12,5.023484848,5,2,12.5,29.16666667,20.83333333,33.33333333,0.0,4.166666667
1437,18,un incident caténaire à l'entrée de Paris-Montparnasse,79,1034,2018-12,National,PARIS MONTPARNASSE,TOURS,72,176,0,,20,8.745,0.58532197,,46,15.33152174,5.023484848,12,5.023484848,5,2,12.5,29.16666667,20.83333333,33.33333333,0.0,4.166666667
1437,25,un heurt de sanglier sur la ligne à grande vitesse Atlantique,29,2082,2018-12,National,PARIS MONTPARNASSE,TOURS,72,176,0,,20,8.745,0.58532197,,46,15.33152174,5.023484848,12,5.023484848,5,2,12.5,29.16666667,20.83333333,33.33333333,0.0,4.166666667
1437,31,une panne d'un TGV sur la ligne à grande vitesse Atlantique,7,87,2018-12,National,PARIS MONTPARNASSE,TOURS,72,176,0,,20,8.745,0.58532197,,46,15.33152174,5.023484848,12,5.023484848,5,2,12.5,29.16666667,20.83333333,33.33333333,0.0,4.166666667
1438,01/12,2377? Descente tardive TEE,1,4,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,02/12,2371? Pb fermeture des portes,5,3,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,03/12,2877? Rame 138H HS emmarchement,1,4,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,04/12,2465? Heurt Animal,3,3,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,05/12,2443?  Arrêt exceptionnel à Lorraine TGV,4,1,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,07/12,Franchissement signal fermé à CGV ?2465,2,1,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,08/12,2443? Sortie tardive TEE,1,6,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,09/12,Sortie tardive TEE ? 2443,2,4,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,10/12,2377? Dérangement installation de signalisation,1,7,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,12/12,2377? Malaise voyageur sur le quai,2,4,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,13/12,2407? Répétition signaux fermé en cabine,1,0,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,14/12,2407? Rétention avitaillement puis signal d'alarme,2,6,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,16/12,2465 ?Personne sur les voies aux abords de Dombasle,2,4,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,17/12,2465 ? Reprise de voie,2,9,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,18/12,Intervalle en non libération ? 2407,2,1,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,21/12,2431? Descente tardive TEE,5,0,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,22/12,2377 ? Descente tardive TEE,3,1,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,27/12,2377? Csq frein serré sur 7682,9,8,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,30/12,2421 ? Pb de sonorisation de la rame,1,7,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1438,31/12,2407 ?Voie en non libération,1,2,2018-12,National,PARIS EST,STRASBOURG,115,532,11,,95,20.25473684,3.615355086,,79,44.55147679,7.218426104,64,7.218426104,40,16,27.02702703,25.67567568,9.459459459,31.08108108,5.405405405,1.351351351
1456,2,un dérangement sur un passage à niveau à Bruz,4,112,2018-12,National,PARIS MONTPARNASSE,LAVAL,83,235,2,,39,8.505128205,1.104506438,,49,16.43877551,4.239842632,13,4.239842632,6,2,20.0,23.33333333,26.66666667,13.33333333,10.0,6.666666667
1456,4,un dérangement d'installation sur la ligne à grande vitesse Atlantique,22,466,2018-12,National,PARIS MONTPARNASSE,LAVAL,83,235,2,,39,8.505128205,1.104506438,,49,16.43877551,4.239842632,13,4.239842632,6,2,20.0,23.33333333,26.66666667,13.33333333,10.0,6.666666667
1456,6,la panne d'un TER vers Morannes,9,237,2018-12,National,PARIS MONTPARNASSE,LAVAL,83,235,2,,39,8.505128205,1.104506438,,49,16.43877551,4.239842632,13,4.239842632,6,2,20.0,23.33333333,26.66666667,13.33333333,10.0,6.666666667
1456,18,un incident caténaire à l'entrée de Paris-Montparnasse,79,1034,2018-12,National,PARIS MONTPARNASSE,LAVAL,83,235,2,,39,8.505128205,1.104506438,,49,16.43877551,4.239842632,13,4.239842632,6,2,20.0,23.33333333,26.66666667,13.33333333,10.0,6.666666667
1456,25,un heurt de sanglier sur la ligne à grande vitesse Atlantique,29,2082,2018-12,National,PARIS MONTPARNASSE,LAVAL,83,235,2,,39,8.505128205,1.104506438,,49,16.43877551,4.239842632,13,4.239842632,6,2,20.0,23.33333333,26.66666667,13.33333333,10.0,6.666666667
