Round Number,Date,Location,Home Team,Away Team,Result
29,20/03/2022 17:05,Stade Auguste Delaune,Stade de Reims,Olympique Lyonnais,0 - 0
29,20/03/2022 20:45,Orange Vélodrome,Olympique de Marseille,OGC Nice,2 - 1
30,02/04/2022 19:00,Stade Pierre-Mauroy,LOSC Lille,Girondins de Bordeaux,0 - 0
30,02/04/2022 19:00,Allianz Riviera,OGC Nice,Stade Rennais FC,1 - 1
30,02/04/2022 21:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Olympique de Marseille,2 - 4
30,03/04/2022 13:00,Stade de la Meinau,RC Strasbourg Alsace,RC Lens,1 - 0
30,03/04/2022 15:00,Stade Gabriel Montpied,Clermont Foot 63,FC Nantes,2 - 3
30,03/04/2022 15:00,Stade Saint-Symphorien,FC Metz,AS Monaco,1 - 2
30,03/04/2022 15:00,Stade de la Mosson,Montpellier Hérault SC,Stade Brestois 29,1 - 2
30,03/04/2022 15:00,Stade de l'Aube,ESTAC Troyes,Stade de Reims,1 - 0
30,03/04/2022 17:05,Groupama Stadium,Olympique Lyonnais,Angers SCO,3 - 2
30,03/04/2022 20:45,Parc des Princes,Paris Saint-Germain,FC Lorient,5 - 1
31,08/04/2022 21:00,Stade du Moustoir,FC Lorient,AS Saint-Étienne,6 - 2
31,09/04/2022 17:00,Stade Auguste Delaune,Stade de Reims,Stade Rennais FC,2 - 3
31,09/04/2022 21:00,Stade Gabriel Montpied,Clermont Foot 63,Paris Saint-Germain,1 - 6
31,10/04/2022 15:00,Stade Raymond Kopa,Angers SCO,LOSC Lille,1 - 1
31,10/04/2022 15:00,Matmut Atlantique,Girondins de Bordeaux,FC Metz,3 - 1
31,10/04/2022 15:00,Stade Francis-Le Blé,Stade Brestois 29,FC Nantes,1 - 1
31,10/04/2022 15:00,Stade Louis II,AS Monaco,ESTAC Troyes,2 - 1
31,10/04/2022 17:05,Stade Bollaert-Delelis,RC Lens,OGC Nice,3 - 0
31,10/04/2022 19:00,Stade de la Meinau,RC Strasbourg Alsace,Olympique Lyonnais,1 - 1
31,10/04/2022 21:00,Orange Vélodrome,Olympique de Marseille,Montpellier Hérault SC,2 - 0
32,15/04/2022 21:00,Roazhon Park,Stade Rennais FC,AS Monaco,2 - 3
32,16/04/2022 17:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Stade Brestois 29,2 - 1
32,16/04/2022 21:00,Stade Pierre-Mauroy,LOSC Lille,RC Lens,1 - 2
32,17/04/2022 13:00,Allianz Riviera,OGC Nice,FC Lorient,2 - 1
32,17/04/2022 15:00,Stade Saint-Symphorien,FC Metz,Clermont Foot 63,1 - 1
32,17/04/2022 15:00,Stade de la Mosson,Montpellier Hérault SC,Stade de Reims,0 - 0
32,17/04/2022 15:00,Stade de la Beaujoire,FC Nantes,Angers SCO,1 - 1
32,17/04/2022 15:00,Stade de l'Aube,ESTAC Troyes,RC Strasbourg Alsace,1 - 1
32,17/04/2022 17:05,Groupama Stadium,Olympique Lyonnais,Girondins de Bordeaux,6 - 1
32,17/04/2022 20:45,Parc des Princes,Paris Saint-Germain,Olympique de Marseille,2 - 1
33,20/04/2022 19:00,Stade Raymond Kopa,Angers SCO,Paris Saint-Germain,0 - 3
33,20/04/2022 19:00,Matmut Atlantique,Girondins de Bordeaux,AS Saint-Étienne,2 - 2
33,20/04/2022 19:00,Stade du Moustoir,FC Lorient,FC Metz,1 - 0
33,20/04/2022 19:00,Stade Louis II,AS Monaco,OGC Nice,1 - 0
33,20/04/2022 19:00,Stade Auguste Delaune,Stade de Reims,LOSC Lille,2 - 1
33,20/04/2022 19:00,Stade de l'Aube,ESTAC Troyes,Clermont Foot 63,0 - 1
33,20/04/2022 21:00,Stade Francis-Le Blé,Stade Brestois 29,Olympique Lyonnais,2 - 1
33,20/04/2022 21:00,Stade Bollaert-Delelis,RC Lens,Montpellier Hérault SC,2 - 0
33,20/04/2022 21:00,Orange Vélodrome,Olympique de Marseille,FC Nantes,3 - 2
33,20/04/2022 21:00,Stade de la Meinau,RC Strasbourg Alsace,Stade Rennais FC,2 - 1
34,23/04/2022 17:00,Groupama Stadium,Olympique Lyonnais,Montpellier Hérault SC,5 - 2
34,23/04/2022 19:00,Stade Geoffroy-Guichard,AS Saint-Étienne,AS Monaco,1 - 4
34,23/04/2022 21:00,Parc des Princes,Paris Saint-Germain,RC Lens,1 - 1
34,24/04/2022 13:00,Roazhon Park,Stade Rennais FC,FC Lorient,5 - 0
34,24/04/2022 15:00,Stade Gabriel Montpied,Clermont Foot 63,Angers SCO,2 - 2
34,24/04/2022 15:00,Stade Saint-Symphorien,FC Metz,Stade Brestois 29,0 - 1
34,24/04/2022 15:00,Stade de la Beaujoire,FC Nantes,Girondins de Bordeaux,5 - 3
34,24/04/2022 15:00,Allianz Riviera,OGC Nice,ESTAC Troyes,1 - 0
34,24/04/2022 17:05,Stade Pierre-Mauroy,LOSC Lille,RC Strasbourg Alsace,1 - 0
34,24/04/2022 20:45,Stade Auguste Delaune,Stade de Reims,Olympique de Marseille,0 - 1
35,29/04/2022 21:00,Stade de la Meinau,RC Strasbourg Alsace,Paris Saint-Germain,3 - 3
35,30/04/2022 17:00,Stade Bollaert-Delelis,RC Lens,FC Nantes,2 - 2
35,30/04/2022 21:00,Roazhon Park,Stade Rennais FC,AS Saint-Étienne,2 - 0
35,01/05/2022 13:00,Stade de l'Aube,ESTAC Troyes,LOSC Lille,3 - 0
35,01/05/2022 15:00,Stade Francis-Le Blé,Stade Brestois 29,Clermont Foot 63,2 - 0
35,01/05/2022 15:00,Stade du Moustoir,FC Lorient,Stade de Reims,1 - 2
35,01/05/2022 15:00,Stade Louis II,AS Monaco,Angers SCO,2 - 0
35,01/05/2022 15:00,Stade de la Mosson,Montpellier Hérault SC,FC Metz,2 - 2
35,01/05/2022 17:05,Matmut Atlantique,Girondins de Bordeaux,OGC Nice,0 - 1
35,01/05/2022 20:45,Orange Vélodrome,Olympique de Marseille,Olympique Lyonnais,0 - 3
36,06/05/2022 21:00,Stade Pierre-Mauroy,LOSC Lille,AS Monaco,1 - 2
36,07/05/2022 17:00,Stade Francis-Le Blé,Stade Brestois 29,RC Strasbourg Alsace,0 - 1
36,08/05/2022 13:00,Stade Saint-Symphorien,FC Metz,Olympique Lyonnais,3 - 2
36,08/05/2022 15:00,Stade Raymond Kopa,Angers SCO,Girondins de Bordeaux,4 - 1
36,08/05/2022 15:00,Stade Gabriel Montpied,Clermont Foot 63,Montpellier Hérault SC,2 - 1
36,08/05/2022 15:00,Stade Auguste Delaune,Stade de Reims,RC Lens,1 - 2
36,08/05/2022 17:05,Stade du Moustoir,FC Lorient,Olympique de Marseille,0 - 3
36,08/05/2022 20:45,Parc des Princes,Paris Saint-Germain,ESTAC Troyes,2 - 2
36,11/05/2022 19:00,Allianz Riviera,OGC Nice,AS Saint-Étienne,4 - 2
36,11/05/2022 21:00,Stade de la Beaujoire,FC Nantes,Stade Rennais FC,2 - 1
37,14/05/2022 21:00,Matmut Atlantique,Girondins de Bordeaux,FC Lorient,0 - 0
37,14/05/2022 21:00,Groupama Stadium,Olympique Lyonnais,FC Nantes,3 - 2
37,14/05/2022 21:00,Stade Saint-Symphorien,FC Metz,Angers SCO,1 - 0
37,14/05/2022 21:00,Stade Louis II,AS Monaco,Stade Brestois 29,4 - 2
37,14/05/2022 21:00,Stade de la Mosson,Montpellier Hérault SC,Paris Saint-Germain,0 - 4
37,14/05/2022 21:00,Allianz Riviera,OGC Nice,LOSC Lille,1 - 3
37,14/05/2022 21:00,Roazhon Park,Stade Rennais FC,Olympique de Marseille,2 - 0
37,14/05/2022 21:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Stade de Reims,1 - 2
37,14/05/2022 21:00,Stade de la Meinau,RC Strasbourg Alsace,Clermont Foot 63,1 - 0
37,14/05/2022 21:00,Stade de l'Aube,ESTAC Troyes,RC Lens,1 - 3
38,21/05/2022 21:00,Stade Raymond Kopa,Angers SCO,Montpellier Hérault SC,2 - 0
38,21/05/2022 21:00,Stade Francis-Le Blé,Stade Brestois 29,Girondins de Bordeaux,2 - 4
38,21/05/2022 21:00,Stade Gabriel Montpied,Clermont Foot 63,Olympique Lyonnais,1 - 2
38,21/05/2022 21:00,Stade Bollaert-Delelis,RC Lens,AS Monaco,2 - 2
38,21/05/2022 21:00,Stade Pierre-Mauroy,LOSC Lille,Stade Rennais FC,2 - 2
38,21/05/2022 21:00,Stade du Moustoir,FC Lorient,ESTAC Troyes,1 - 1
38,21/05/2022 21:00,Orange Vélodrome,Olympique de Marseille,RC Strasbourg Alsace,4 - 0
38,21/05/2022 21:00,Stade de la Beaujoire,FC Nantes,AS Saint-Étienne,1 - 1
38,21/05/2022 21:00,Parc des Princes,Paris Saint-Germain,FC Metz,5 - 0
38,21/05/2022 21:00,Stade Auguste Delaune,Stade de Reims,OGC Nice,2 - 3
