Round Number,Date,Location,Home Team,Away Team,Result
33,08/05/2026 22:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,OGC Nice,-
33,08/05/2026 22:00:00,Stade Océane,Havre Athletic Club,Olympique de Marseille,-
33,08/05/2026 22:00:00,Stade Bollaert-Delelis,RC Lens,FC Nantes,-
33,08/05/2026 22:00:00,Stade Saint-Symphorien,FC Metz,FC Lorient,-
33,08/05/2026 22:00:00,Stade Louis II,AS Monaco,LOSC Lille,-
33,08/05/2026 22:00:00,Parc des Princes,Paris Saint-Germain,Stade Brestois 29,-
33,08/05/2026 22:00:00,Roazhon Park,Stade Rennais FC,Paris FC,-
33,08/05/2026 22:00:00,Stadium de Toulouse,Toulouse FC,Olympique Lyonnais,-
34,15/05/2026 22:00:00,Stade Francis-Le Blé,Stade Brestois 29,Angers SCO,-
34,15/05/2026 22:00:00,Stade Pierre-Mauroy,LOSC Lille,AJ Auxerre,-
34,15/05/2026 22:00:00,Stade du Moustoir,FC Lorient,Havre Athletic Club,-
34,15/05/2026 22:00:00,Parc Olympique Lyonnais,Olympique Lyonnais,RC Lens,-
34,15/05/2026 22:00:00,Stade Vélodrome,Olympique de Marseille,Stade Rennais FC,-
34,15/05/2026 22:00:00,Stade de la Beaujoire,FC Nantes,Toulouse FC,-
34,15/05/2026 22:00:00,Allianz Riviera,OGC Nice,FC Metz,-
34,15/05/2026 22:00:00,Stade Charléty,Paris FC,Paris Saint-Germain,-
34,15/05/2026 22:00:00,Stade de la Meinau,RC Strasbourg Alsace,AS Monaco,-
