Round Number,Date,Location,Home Team,Away Team,Result
31,27/04/2025 13:00:00,Stade Raymond Kopa,Angers SCO,LOSC Lille,0 - 2
31,27/04/2025 15:15:00,Stade Bollaert-Delelis,RC Lens,AJ Auxerre,0 - 4
31,27/04/2025 15:15:00,Stade de la Mosson,Montpellier Hérault SC,Stade DE Reims,0 - 0
31,27/04/2025 15:15:00,Stade de la Beaujoire,FC Nantes,Toulouse FC,0 - 0
31,27/04/2025 18:45:00,Orange Vélodrome,Olympique de Marseille,Stade Brestois 29,4 - 1
32,02/05/2025 18:45:00,Allianz Riviera,OGC Nice,Stade DE Reims,1 - 0
32,03/05/2025 15:00:00,Stade de la Meinau,RC Strasbourg Alsace,Paris Saint-Germain,2 - 1
32,03/05/2025 17:00:00,Stadium Municipal,Toulouse FC,Stade Rennais FC,2 - 1
32,03/05/2025 19:05:00,Stade Geoffroy-Guichard,AS Saint-Étienne,AS Monaco,1 - 3
32,04/05/2025 13:00:00,Stade de la Beaujoire,FC Nantes,Angers SCO,0 - 1
32,04/05/2025 15:15:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Havre Athletic Club,1 - 2
32,04/05/2025 15:15:00,Stade Francis-Le Blé,Stade Brestois 29,Montpellier Hérault SC,1 - 0
32,04/05/2025 15:15:00,Groupama Stadium,Olympique Lyonnais,RC Lens,1 - 2
32,04/05/2025 18:45:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Olympique de Marseille,1 - 1
33,10/05/2025 19:00:00,Stade Raymond Kopa,Angers SCO,RC Strasbourg Alsace,2 - 1
33,10/05/2025 19:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,FC Nantes,1 - 1
33,10/05/2025 19:00:00,Stade Francis-Le Blé,Stade Brestois 29,LOSC Lille,2 - 0
33,10/05/2025 19:00:00,Stade Océane,Havre Athletic Club,Olympique de Marseille,1 - 3
33,10/05/2025 19:00:00,Stade Louis II,AS Monaco,Olympique Lyonnais,2 - 0
33,10/05/2025 19:00:00,Stade de la Mosson,Montpellier Hérault SC,Paris Saint-Germain,1 - 4
33,10/05/2025 19:00:00,Stade Auguste Delaune,Stade DE Reims,AS Saint-Étienne,0 - 2
33,10/05/2025 19:00:00,Stadium Municipal,Toulouse FC,RC Lens,1 - 1
33,10/05/2025 22:00:00,Roazhon Park,Stade Rennais FC,OGC Nice,2 - 0
34,17/05/2025 19:00:00,Stade Bollaert-Delelis,RC Lens,AS Monaco,4 - 0
34,17/05/2025 19:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Stade DE Reims,2 - 1
34,17/05/2025 19:00:00,Groupama Stadium,Olympique Lyonnais,Angers SCO,2 - 0
34,17/05/2025 19:00:00,Orange Vélodrome,Olympique de Marseille,Stade Rennais FC,4 - 2
34,17/05/2025 19:00:00,Stade de la Beaujoire,FC Nantes,Montpellier Hérault SC,3 - 0
34,17/05/2025 19:00:00,Allianz Riviera,OGC Nice,Stade Brestois 29,6 - 0
34,17/05/2025 19:00:00,Parc des Princes,Paris Saint-Germain,AJ Auxerre,3 - 1
34,17/05/2025 19:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Toulouse FC,2 - 3
34,17/05/2025 19:00:00,Stade de la Meinau,RC Strasbourg Alsace,Havre Athletic Club,2 - 3
